ip_address,country_code,country,city,latitude,longitude,mystery_value
99.201.234.170,KI,British Indian Ocean Territory (Chagos Archipelago),Nigelhaven,56.9895504922,-80.2552775746,9485370686
208.171.126.34,BJ,Congo,West Toyview,-29.1691168222,144.9937748292,5114108799
,LT,Christmas Island,,31.3991494936,131.6725667459,0
176.93.209.6,GG,Colombia,East Zella,-8.903873548,179.0943028418,7860976055
125.106.123.219,GG,Ireland,Juvenalshire,-43.0552011183,69.6561541817,1644016444
3.155.128.54,TV,Niue,Leannonchester,6.7309313256,-15.7890243907,9085351322
33.167.74.164,CI,Niue,Rolfsonhaven,22.1053023874,-175.5166491074,7553368633
137.168.173.90,AX,Saint Helena,Lefflerville,34.3383914334,171.2520706691,6904666335
27.4.74.240,BY,Congo,Adolfohaven,66.5833409554,153.0074763733,1596063769
54.223.174.219,TH,Guam,East Cecelia,-58.246441383,-93.2931490569,7929045709
161.83.134.190,VA,Algeria,Port Lianaside,-10.425656651,42.0997830395,6253035820
141.220.125.49,CW,Nepal,Port Darrell,-45.7908454893,-166.8487853989,1702640323
186.159.189.21,HR,Slovakia (Slovak Republic),West Janice,-43.020127929,163.6891691012,5346325978
198.174.253.77,ER,Cape Verde,Macychester,-62.8356494225,178.0977733614,3041929811
not your IP address,AF,Micronesia,Demetriusfort,63.184175101,-3.6613983654,4961751986
128.237.57.77,MO,Nepal,South Deonte,31.7919038706,-112.1839108654,8426815579
49.61.65.151,AO,Eritrea,East Everettetown,-12.6211996999,-156.4169506431,1105646145
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
118.217.12.195,MP,Senegal,Lake Aracelystad,-37.5496664538,46.4788291207,2651615850
not your IP address,GN,Liechtenstein,Budport,9.8767307541,164.2246163896,4974226529
63.245.137.20,VG,Guadeloupe,North Wilson,-6.6344601516,-2.8267469383,4471318590
81.49.224.100,NL,Tokelau,New Fabianton,-28.2143636807,-140.2525914126,2952492976
199.25.19.230,PM,Myanmar,Purdyfurt,,,0
53.71.248.45,VG,Belize,Port Kaitlynland,-68.4934882398,123.9838046518,5173796994
176.3.183.153,EG,Afghanistan,North Domenicaland,-76.6864157158,146.6587403918,7865246629
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
87.209.12.81,AO,Zambia,Prosaccomouth,31.6400483735,168.914338669,5457434487
183.104.184.107,TT,Aruba,South Icieberg,40.9505275617,-172.4497846117,6026876464
103.234.100.47,NA,Cape Verde,North Zack,-38.0508621362,-119.8362922398,3400071172
129.167.210.11,ZM,Western Sahara,Lake Jensen,-32.0982617892,120.7145905422,5676805984
163.133.32.189,NR,Qatar,East Nellieview,-80.5756411487,-28.0599983346,3494763134
60.242.41.154,NI,Iraq,East Ines,70.2654175723,-115.9555138134,9673539164
173.80.168.137,LC,Barbados,South Kaileeland,53.4928657557,-172.1868949002,3133501047
43.218.34.67,GR,Japan,Boehmland,60.686262883,-2.161028352,9821139972
not your IP address,CL,Lesotho,Wildermanmouth,-16.496885234,39.7513545781,9633743706
198.220.171.121,VE,Morocco,Josueport,60.4919369611,179.0834932465,3746601950
216.164.30.118,VE,Christmas Island,East Jaylan,39.5512288767,-93.5024759139,1950257060
not your IP address,MM,Montenegro,Port Coltenmouth,62.5220639831,-145.9505126272,7942117706
119.47.36.236,EE,Montserrat,MacGyverburgh,79.0507575423,-138.1809499872,6884175919
187.112.45.193,UA,Argentina,East Kamron,-40.6206768828,-76.0301622027,3167249768
20.83.190.144,VN,Martinique,North Cortneyville,-24.6716872464,-4.4657459279,7724525123
221.111.203.177,UM,Georgia,Rogelioshire,-6.9665400704,154.5383200657,6136796272
116.197.249.146,YE,Guatemala,Traceytown,-67.0827520691,37.8014027861,5928274868
205.114.139.145,NC,Argentina,Brownshire,-58.9514024913,-1.1103306618,2379147670
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
142.215.86.66,CY,Russian Federation,Dooleychester,-79.4511646338,-57.1181777396,1022934804
not your IP address,SM,Botswana,Pagacmouth,28.6157071735,-171.53202387,4761158329
178.133.158.124,KY,Holy See (Vatican City State),East Tryciaton,-72.1648717818,115.0616388491,3586553242
220.104.65.143,VI,"Virgin Islands, British",Lake Marquis,74.5509212656,-61.7890076914,6970942325
66.88.133.170,,,,0,0,7938720476
195.146.191.223,CW,Mauritania,Luisville,73.5927267773,-82.481850421,7796899450
13.241.114.128,EH,Guinea-Bissau,Marksfurt,-51.4102574572,38.5202218953,3994453098
38.139.145.73,IM,Sudan,Dawsonton,3.1632566721,118.1027223593,7125632734
not your IP address,AL,Falkland Islands (Malvinas),Milomouth,-55.1789269822,161.7454888127,8228249827
160.36.201.211,BM,Botswana,Coralieberg,85.9785697823,-137.160176344,2816090448
110.75.81.172,VI,Saint Helena,New Clareport,-72.4599015254,-130.5540035829,5104832814
149.241.235.224,TF,India,Lake Fredericfurt,-49.728616619,-26.4296186876,4255737778
132.109.124.233,BI,Palestinian Territory,East Vanessamouth,44.7986822213,98.6875415082,4535974228
29.231.8.59,NC,Togo,East Earnestborough,50.5953587667,28.1857448642,7559891461
106.93.83.133,CL,Moldova,South Fredtown,-5.39296404,167.078150122,2786853265
214.231.33.61,MW,Tonga,East Griffinland,-35.3654228331,-83.2685472805,2352217494
60.167.141.196,DO,Netherlands,North Cierrafort,-46.4377248661,36.4914513713,9378683250
81.201.56.63,BM,Sweden,Yasminetown,-32.1420310556,96.8357194333,3394362977
88.182.67.34,CA,Syrian Arab Republic,New Gideonshire,-76.8864002654,43.0283785926,9607085074
204.211.197.210,NO,Bolivia,Jonathonfurt,-51.6749004758,-117.0743133156,9766637279
83.122.3.76,MQ,Mexico,West Alanna,82.2318003869,-24.3045118631,5735974110
14.247.37.84,BF,Montenegro,MacGyverborough,-59.8132408808,-161.7754158952,7883267289
146.77.97.111,MZ,Ethiopia,Deckowhaven,-18.2982914801,-152.8382410556,4484834496
80.139.90.49,IT,Afghanistan,Lake Siennaborough,31.9165454804,142.9732192412,1022438570
90.231.43.201,OM,Colombia,Freddyshire,45.7821219147,9.5022314529,1373137551
187.123.245.160,AM,Kenya,North Brauliohaven,21.2289630376,-133.3293472102,6260250750
164.241.97.241,DE,Slovakia (Slovak Republic),North Kellyfort,-75.2150545227,143.8093032078,4265972456
131.3.14.212,RU,Saint Vincent and the Grenadines,Naomiberg,-21.6044376555,22.6785803185,5435404676
88.166.20.88,BW,Bouvet Island (Bouvetoya),East Luella,-13.2544437265,-129.7885963949,2217891667
197.82.204.78,GF,Guernsey,Kemmerview,2.0015669981,-124.0407406568,8013629030
175.127.40.124,SG,Papua New Guinea,West Enoston,-81.4367624668,-151.6804615746,7699604365
not your IP address,LS,Angola,Port Marlin,-7.8398986013,-161.2052721856,8695687000
68.167.173.89,SJ,Paraguay,Port Demarcus,-24.9057516293,78.0595960656,7822279639
176.113.192.247,LS,Puerto Rico,East Autumn,-54.1245968535,117.8655641834,9645731998
126.203.74.44,ZA,Tonga,Port Christiana,5.1622188434,-179.5611155555,9641944442
3.168.169.175,HK,Lebanon,New Giovanni,76.8102396255,123.2610066197,7925998605
50.124.112.126,EG,Iran,Conroyton,70.7000262282,89.7140513757,4740672475
58.170.119.144,IN,Seychelles,Watersmouth,-35.4120240837,36.1677074382,1094774479
37.241.3.86,RW,Cocos (Keeling) Islands,Marciamouth,-80.0013008999,-26.5326916027,6113311820
124.39.254.130,ER,Tanzania,Keeleyburgh,23.6451008065,89.224183105,2192178246
20.85.119.13,HN,Bangladesh,West Arne,-36.7606666177,-110.8946921229,6900745391
171.125.158.194,TN,Togo,Gersonstad,-13.5753752666,3.2805101985,9643299193
110.142.146.141,BL,Tunisia,North Lula,23.1146981037,-116.5455899769,2909857728
120.39.232.54,MH,Turkmenistan,Lake Rigobertochester,24.5596339217,69.1851297409,5972150379
26.211.95.39,KM,Nauru,Fayefort,43.3924018043,27.5482273941,2303438656
66.212.207.59,AU,Papua New Guinea,Lake Merlland,-28.4131709288,88.9361897074,8217781021
130.10.155.64,BW,Svalbard & Jan Mayen Islands,New Maxinestad,-8.3939411303,-51.3526372259,1604472190
143.64.252.234,DE,Azerbaijan,West Schuylerchester,-81.4899426507,-111.5632815225,2416853116
133.182.86.104,VA,Serbia,North Larissa,-30.7798246804,-106.0815578226,4255155716
177.238.175.165,SK,Burundi,Jenkinsfort,-14.5449463554,121.3125017807,1757797564
47.5.165.146,PM,Taiwan,New Earnestine,69.6718573205,-17.8658011324,8119833323
200.234.122.103,AI,Egypt,Weissnatmouth,47.9966638946,128.0086474934,9283252839
64.178.118.179,,,,0,0,1000726959
159.172.76.148,ET,Israel,North Sylvanchester,26.5439479137,7.4747335359,3513579060
23.211.254.152,GI,Namibia,West Neil,-75.426850232,-10.9038042346,6386485651
36.174.149.233,CK,France,Port Hilton,69.7979996284,-1.5399811972,4318267645
47.4.214.150,KE,Lithuania,Mosheville,75.9687764249,123.6429079569,4238877308
191.129.82.226,KH,Sweden,New Mariamstad,-20.1837687379,140.9326573326,1362825523
30.28.160.117,TZ,Italy,Lake Orland,67.0920175352,-34.9609660495,3280825099
not your IP address,UG,Austria,Chetberg,-10.9162501348,60.4723185784,3375623935
96.46.82.145,AM,Tuvalu,Medhurstberg,66.7249590364,117.8247780368,6675338095
105.19.102.241,EG,Cyprus,Torphyview,12.6143505453,-75.5105127063,2553081290
189.9.253.171,EU,Egypt,Kesslerland,latitude,longitude,0
51.208.19.16,SS,Saint Martin,North Terrellville,-78.1690163487,28.4475943912,7085982158
142.179.184.89,DJ,Faroe Islands,New Peggiebury,-36.1179437189,119.4037465573,9742924531
179.158.233.59,AD,Switzerland,Langbury,-15.8607625098,22.2850420637,8505388434
129.61.115.179,MV,Liberia,Othoview,70.0028778389,-153.4867800567,8799608416
145.176.224.249,EU,Turkey,Lake Vito,latitude,longitude,0
30.236.63.226,TK,Senegal,Lake Elenora,15.1862930514,-26.0974553827,7272425499
161.163.30.241,BL,United States of America,Handland,-77.3583668996,-116.3125905833,8854105569
61.100.195.32,BS,Tuvalu,Botsfordchester,72.3863488062,52.9400562493,5115111713
31.69.142.130,ET,Oman,Bayerburgh,71.2916172628,160.8162893241,4335080503
8.228.146.113,SI,Honduras,Germanside,-35.15911291,-55.2875547152,2861936705
142.118.183.45,ML,Svalbard & Jan Mayen Islands,Margarettport,44.5008254957,-17.6658744296,6207643271
128.231.118.183,BE,Russian Federation,Dachtown,2.8012696975,-88.8187206058,4584087875
201.254.28.244,CD,Equatorial Guinea,Koeppberg,50.2751916742,14.3861330925,2098590439
151.226.193.104,NP,Anguilla,New Russellland,-47.5113259464,-87.5143643564,5566952830
52.177.18.185,GB,Uzbekistan,Bodetown,-27.4139376928,169.2988172447,7533196619
44.75.3.155,RO,Panama,Dangelostad,-79.9495889884,105.7874623943,8696747777
5.142.236.220,GI,Greenland,Ocieberg,-17.7987913844,81.1084524402,8467511190
85.224.238.6,ES,Bermuda,Jaskolskifurt,63.9099964669,35.5781976427,3971606443
140.53.32.191,BN,Guam,Mohrmouth,55.6042213895,1.6494509664,2963391916
6.67.217.164,TH,Sao Tome and Principe,Nadermouth,72.4588697572,-107.2264567217,5800166375
184.139.34.153,AW,Libyan Arab Jamahiriya,North Marcosfort,-57.7356705128,71.1910100599,1112442428
200.159.221.182,AW,Yemen,Alanchester,26.9456785382,174.2670796055,7124730181
42.240.32.42,HK,Finland,Elenaview,-30.1881541737,39.9471354341,6539535809
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
not your IP address,EG,Andorra,Wolffmouth,68.3801921906,-55.2493330167,9737135009
153.102.60.165,TT,Macao,Paxtonmouth,-17.1118171738,87.3588549691,6117885510
19.65.158.188,IE,Cayman Islands,Antwontown,-72.1746756857,36.6980124888,8994168583
169.137.90.153,QA,Uruguay,Ortizhaven,39.3030876898,-68.961292042,3392623275
93.129.157.73,TD,Mauritania,Michaelaland,-42.8162102075,-30.9063340169,2012216537
59.200.166.82,BW,French Southern Territories,Gradyfort,-19.0545412195,-141.7818116366,6369166795
191.122.206.58,ST,Ukraine,Carterberg,-38.9952973139,-172.2593120525,7149436313
144.172.178.199,IT,Fiji,East Dannie,44.5926640894,-33.6021782488,3562785678
171.85.6.16,CV,Liberia,New Hayliefort,-25.8163663194,164.5992717091,8595813927
45.232.220.14,WS,Barbados,North Jailynchester,-0.8807907109,114.4416527415,5489757035
187.172.11.105,KM,Tunisia,New Justineside,63.8621882549,-146.7160005966,5318563019
122.60.165.152,GT,Mongolia,East Doloreschester,84.0135208085,27.5640918311,3182601490
69.177.59.118,AE,United States of America,New Dorris,78.8621971456,40.8106352533,9127642331
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
219.148.80.80,FR,Trinidad and Tobago,Cleoraville,59.3677991238,-21.4710864404,6288368736
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
180.245.248.101,BD,Bahrain,East Alia,68.4021387028,-109.5632110678,5854259785
95.22.199.159,KN,Ghana,East Joanne,-25.1189702984,140.0167894859,6630309522
100.8.197.107,NU,Turkey,Metaburgh,-0.7822529866,-120.0867255725,3084813783
199.130.185.28,AO,Mongolia,East Anikaberg,-0.1862072881,100.433273222,1079709804
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
180.174.167.88,KP,Bahamas,South Germaineland,35.3572137271,-17.245593824,4261321666
113.149.226.50,KG,Brunei Darussalam,South Antonetown,10.6730397285,-111.8180198707,8003411795
135.126.149.197,AL,Lithuania,Gorczanyburgh,-35.3808659935,91.7244464339,8859958330
67.209.176.22,HM,Colombia,Aronbury,70.2033399021,-13.0703135154,9675199418
165.80.44.170,MT,Eritrea,East Isaacburgh,,,0
7.227.227.223,SS,Panama,South Carson,-75.5131949146,59.6303977221,3686368960
64.56.77.200,ML,Malawi,New Fay,-83.6923966628,-52.8358137764,6501643499
60.188.20.78,VA,Bahrain,New Ibrahim,7.3433368864,45.0566113751,7587526197
80.219.57.169,DJ,Maldives,Lake Domingo,-1.4859850115,178.7727816002,9481601702
55.222.80.182,LA,Kuwait,South Aureliofurt,20.3424108002,35.7751035136,2503580043
60.136.126.173,LS,"Virgin Islands, U.S.",Wymanview,73.4925964152,-143.3455428618,4222005541
107.239.97.50,AX,Lao People's Democratic Republic,Blicktown,88.0481050416,-5.1182975981,3527931174
191.209.118.56,TH,Tonga,North Rita,-45.0109842318,41.0419905442,7056771575
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
19.214.222.13,AM,Gambia,Walterland,-8.5245789106,-155.5769936774,3658627245
93.89.48.213,IE,Guadeloupe,Estrellaville,52.2725144039,133.1682428075,1509639779
201.31.39.230,BM,Belarus,South Leola,-66.8533965289,109.5069507565,7868614688
178.53.176.209,PS,Moldova,South Dovieborough,34.079116841,19.7806608983,5577648847
121.56.222.46,GF,Guadeloupe,Lauryhaven,,,0
114.143.91.243,BJ,Benin,South Gianni,89.3073866765,-176.29950296,8556329080
219.132.104.74,,,,0,0,3898711749
44.49.179.178,DM,Cambodia,Addiehaven,54.2083823385,-146.3421914912,2029724341
191.237.6.227,SI,Democratic People's Republic of Korea,New Jaiden,-23.2824660369,156.1953586777,7818150251
200.59.60.224,BN,Poland,South Curtis,-35.9224917505,88.9542149487,1228070938
149.69.160.246,CG,Mozambique,North Berta,-77.7518739575,103.7246965469,4444413685
108.175.94.112,MS,Vietnam,West Angus,,,0
60.237.102.219,SA,Venezuela,Audraville,,,0
102.171.39.184,GT,Australia,South Olinberg,88.2684068188,-108.5900908024,9895149143
102.65.35.107,EU,American Samoa,Elainatown,latitude,longitude,0
148.127.68.84,KW,Jamaica,Creminshire,80.1413487781,-100.8256050173,9603241868
223.164.180.93,VI,Argentina,Murlport,77.5863093348,122.5131393112,4929831632
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
201.194.75.68,BR,Sweden,Gerlachtown,18.21566434,80.5179271968,8744067090
168.35.157.133,AL,Russian Federation,Schroederside,-64.2709643495,-75.0402966965,8867428074
41.33.247.45,AW,Sao Tome and Principe,Lesleyville,6.5334950649,-28.9422556868,6946600293
165.228.55.144,TC,Uzbekistan,Aricburgh,-88.8055082056,101.0216724709,9892662061
116.210.211.19,SY,Serbia,Mrazmouth,-24.1581412408,127.0733497336,7097797183
28.206.249.148,BY,Martinique,Dickiberg,-53.6665977029,-76.8886864256,1301330630
65.64.96.193,LY,Falkland Islands (Malvinas),Mohammedberg,15.1141868507,-36.8202102468,1150738400
188.131.34.183,RS,United Kingdom,Lake Kassandra,-75.2937998228,173.1185633814,9141584891
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
219.178.133.191,KH,Macao,Whitneymouth,-46.3466235784,-66.8466290633,6987918412
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
211.198.129.132,VU,Yemen,New Antonio,69.830681434,-116.3157931582,3375208772
52.194.161.177,MM,Honduras,Mitchellbury,77.9431330374,128.4987335922,7265897053
9.119.38.101,KM,Libyan Arab Jamahiriya,East Melynafort,29.9140077181,-31.689819629,2445203194
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
167.79.52.142,UZ,Rwanda,Spencerstad,8.9507557127,-13.9119676847,2425753084
190.156.22.12,LV,Tajikistan,Maximoville,11.3744705429,-64.9009451811,9648239554
,TF,Bermuda,,51.1921804527,-90.9679025653,0
27.22.38.70,PM,Tanzania,Rosaliaside,75.8445236826,-164.5105593276,7610621337
173.175.48.197,JE,Ghana,North Rosafort,-29.6468830729,-28.8981570251,5730447600
200.90.66.227,HU,Anguilla,Corkeryton,69.0437329177,-139.2503907432,9752866816
not your IP address,AW,Turks and Caicos Islands,Port Joana,-52.3875949361,51.7819128074,3413090807
210.245.181.144,,,,0,0,8307184170
125.182.109.5,SX,Wallis and Futuna,East Howell,-3.1702012235,133.8963970556,8490303256
13.45.164.38,KY,Guadeloupe,Kiehnton,-30.6312948035,120.5522463819,6808167988
49.81.13.185,LK,Eritrea,Mayerborough,86.1638105601,-38.8313056704,5405267543
214.209.140.205,CL,Niger,Heathcoteport,69.7145425932,76.0627555114,7709959332
189.27.211.248,FK,Solomon Islands,Charleneland,65.2797196973,-62.9417542528,9252236614
99.123.139.39,LA,Samoa,Davonchester,17.6151575042,-161.0489009863,2709058535
14.123.230.167,RE,Christmas Island,Maudland,37.950298717,-75.2248510545,9238676234
144.127.189.57,PG,"Virgin Islands, U.S.",Mortonburgh,22.2503781977,57.1723681804,7307605835
4.146.39.96,CG,Saint Kitts and Nevis,Efrainfurt,-36.1827506271,-84.6823587498,2830044106
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
186.248.57.21,MV,Andorra,Nicolasborough,-23.4897854897,131.5391501143,7315699139
50.243.224.5,MM,Tokelau,Lake Erick,-57.4779785193,-120.1625521672,3687458192
220.12.127.170,PN,Taiwan,East Geovannifort,-73.3655938164,-85.4156338424,6925896534
,PT,Bhutan,,87.7634999012,11.6313197361,0
202.121.83.227,ER,Christmas Island,North Jackelinetown,-9.3344572325,133.8362206195,3859966883
146.103.193.177,GU,Denmark,Aylaburgh,-86.0473370169,73.4016592234,9571368799
180.243.89.6,VG,Montserrat,Lake Brionna,60.439521704,179.6161555048,8648220848
not your IP address,MU,Uzbekistan,Zariafurt,-70.0003487785,-93.5303742533,4263059435
178.61.101.235,UA,Pakistan,Carmelabury,54.0939430705,-70.0008522842,4917441121
175.192.14.29,TD,Qatar,Lake Timmy,45.1383722,112.6187905205,5815047210
178.40.110.23,BR,Yemen,Hegmannchester,-34.5632748465,-117.3094334171,8144901421
189.174.59.60,JO,Haiti,Millerfort,-83.5037683195,-37.9193659025,1155100109
216.57.151.150,SD,Gibraltar,McDermottfort,-83.4777202167,-101.2497510177,2461325645
98.14.114.53,KH,Mozambique,South Wilfredview,82.9818416423,168.8445797048,4119884672
206.163.162.15,GR,Uganda,Torpview,-71.9635418163,-149.5020088611,8471108193
49.159.65.60,SH,Nigeria,New Dallin,14.6296720062,-63.1967293818,8517964935
137.223.167.209,ML,Dominica,South Corneliuston,-12.1918067871,26.8480824189,4269023361
155.122.14.43,AL,Honduras,Hermistonland,59.2618548753,80.9614005417,5483596829
57.245.137.66,AO,Bosnia and Herzegovina,Evelynstad,60.2593412597,146.4821559439,9429450107
178.140.128.196,BQ,Turkmenistan,North Carole,83.815724163,157.4975546855,2975447058
88.132.151.101,BM,Indonesia,Kerlukechester,4.4305584148,91.3690911858,2602001310
72.25.189.7,ZW,Zambia,Port Elta,-7.0942797312,-16.0548750894,8775177975
196.231.124.225,FJ,Yemen,Litzyberg,68.3747536626,-146.0698939714,8200926549
49.70.20.59,DJ,United States of America,Andreston,28.0868605125,-37.9310376066,4725650655
193.88.80.151,LA,Sri Lanka,Port Santinaville,65.9453110931,8.0728999101,9174912418
25.16.141.36,HM,American Samoa,New Bart,14.7617870225,-105.064031951,5428625817
182.66.79.163,MR,El Salvador,Anabury,7.2387714527,162.3043703568,3147322739
191.221.2.156,JM,Bahamas,Port Braedenborough,66.378985601,71.1840532258,5293103787
139.217.229.187,OM,Brunei Darussalam,Delmermouth,-82.0191744455,42.890417294,8847099447
78.206.114.236,DK,Saint Martin,Terryshire,-66.8467933303,-19.411255216,1729330507
40.6.58.29,KP,Oman,West Terencetown,39.6106381047,154.5843081153,6192996387
53.77.16.71,VC,Jordan,Stehrstad,-35.6449176565,97.4648600614,8960088403
56.153.31.111,LT,"Virgin Islands, U.S.",Madgemouth,57.5071946639,-78.1514348173,8773360084
27.18.21.242,SK,Kenya,Angiemouth,14.8840887202,-86.6960627908,7553522512
149.52.156.52,PK,Saint Vincent and the Grenadines,Nilsmouth,-67.4710494738,132.7956500921,4644549555
219.199.210.125,AW,Northern Mariana Islands,East Allene,-52.5733203856,-57.7253794095,9690520015
54.137.102.220,PA,Cote d'Ivoire,Jaceyfort,-87.3335979938,-142.4189312472,8617087487
218.172.111.178,LT,Samoa,South Malcolmview,-32.5126220821,134.4681902155,7412614853
215.36.193.204,HR,Nepal,Mckennaport,32.6909700152,61.7516268153,9239047220
170.89.21.225,KM,Heard Island and McDonald Islands,Champlinland,-24.2726058358,147.9002219983,2950515490
93.93.66.248,AL,Myanmar,Jaidenfort,80.9994586843,-19.0227244066,6357935556
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
119.13.45.63,SZ,Lesotho,New Lenorabury,-70.7329886987,5.1751417645,1176609056
125.13.113.40,FI,Lithuania,East Hayliefort,-16.721631605,165.6736124401,8263183162
,IO,Solomon Islands,,-68.7006286468,98.6645467079,0
not your IP address,NF,Saint Barthelemy,Lefflerhaven,31.1024624675,117.8688251463,3891144871
68.224.21.186,CU,Sao Tome and Principe,Lake Anabelleborough,58.0367734284,135.2674193402,6670852963
146.146.209.167,GP,Northern Mariana Islands,Dickinsonview,-63.4819974536,-114.8134566353,5675323784
121.64.252.175,JM,Bahamas,North Kellen,65.2582118857,81.1267839917,6527895297
204.158.69.49,JP,Palestinian Territory,Freemanburgh,-78.4475678013,97.7252499039,9459652961
67.67.108.80,MM,France,East Sadyetown,61.6722997499,-61.5971403542,3607804264
114.180.9.158,SS,Mozambique,New Lupe,60.1293351505,30.7569127254,9934425068
86.29.63.33,CF,Turkey,Grahamland,-78.5937035823,-141.016422818,1677550064
123.68.217.126,VG,Suriname,North Alberto,-3.1957601012,134.0156178184,7940738685
191.94.72.18,GD,Mongolia,West Agustina,,,0
97.249.226.59,TZ,Lao People's Democratic Republic,New Joanieville,7.6835726012,-61.9208833512,9389019466
87.166.40.113,SY,Seychelles,Haleyshire,,,0
93.238.91.228,,,,0,0,1262115984
210.149.212.104,BI,Kyrgyz Republic,Port Ferne,85.437966415,23.9645076326,6180451593
99.234.99.50,KG,Hungary,Ricardomouth,-84.105125948,28.0822609992,5561846050
106.21.65.180,SV,Hungary,West Elliot,54.9761638115,-60.2158795723,6809355363
109.55.56.148,ES,Saint Pierre and Miquelon,Fritschtown,-87.2209353339,59.54646307,4828179453
100.37.135.38,BF,Antarctica (the territory South of 60 deg S),Bahringertown,12.3904652791,177.3360289572,2721625145
144.33.125.112,ET,Cameroon,Corneliusbury,-13.6961863437,-14.7926055373,7292651216
91.60.106.174,LS,Zimbabwe,Port Barry,6.303643938,-171.2045719768,1030024907
16.140.126.128,RW,Cape Verde,Huelsview,-17.3356360117,23.3816934046,3614391061
176.63.242.22,EU,Sao Tome and Principe,West Josue,latitude,longitude,0
192.114.46.226,RO,Panama,McClurebury,-57.134373519,-20.3149022093,7072231981
218.42.77.127,HN,Cook Islands,Lynchborough,15.7283354494,-122.1311781315,2843566451
65.177.87.237,KR,Kazakhstan,Boyerburgh,-57.227816234,24.785053914,9872835336
181.47.198.194,NZ,Kiribati,South Zaneport,-42.2185194435,-82.6560707405,2052076543
170.130.35.146,NA,South Africa,Ivaborough,21.473969441,110.2017028109,9343036929
29.46.205.184,GW,Honduras,South Bethany,31.6873285708,-168.2084091234,7026185160
194.43.61.100,TJ,Congo,Myriamshire,-0.3839599013,-15.3400316159,1679607988
213.124.203.21,BR,"Virgin Islands, U.S.",West Buddyton,-23.6324452215,-57.767124917,8045483378
141.32.221.242,PW,Saint Helena,Hilariotown,-10.2534982668,-0.3488049838,1835412984
39.105.150.96,ID,Zimbabwe,West Koleberg,31.3825743109,-86.3992148613,6032732703
37.110.86.45,TO,Singapore,North Nathanael,-20.8570064305,53.5001243989,9599436046
116.108.138.18,ZA,Tajikistan,Brendanland,17.402524578,-121.8503853877,6533109187
85.9.135.101,BF,Ethiopia,Lake Hortense,56.0190454012,-10.5373230647,7425049563
171.131.174.184,PS,Algeria,New Therese,-31.9372714767,143.4820452246,8056999829
163.162.242.133,AQ,United States of America,Rueckerside,25.7235996455,-175.6438035498,9375101862
53.114.121.140,BI,Palestinian Territory,Lebsackburgh,78.7116783347,152.244149884,2333690061
125.75.196.226,EU,Bangladesh,Makennamouth,latitude,longitude,0
50.16.204.160,ID,Panama,Lake Maiya,-45.1347255921,46.8064695517,7675689255
138.246.160.190,ES,Marshall Islands,Weimannhaven,65.9516654737,48.0655983949,5615619805
122.144.204.100,DE,Niger,South Theresia,-47.4723511998,120.4339439041,3694067357
69.131.61.65,BR,Malaysia,Ryanberg,-24.7213762911,-38.3068881245,4561422886
26.111.219.230,VA,Fiji,New Edmund,-31.6953010821,44.1072300387,7266295068
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
105.103.139.17,EE,Svalbard & Jan Mayen Islands,Buckridgeland,-77.4330753121,-7.8827022972,6281217307
66.59.120.205,BQ,Yemen,Mooreport,-74.4388069951,136.5210114004,6340266600
120.190.40.178,CM,Gambia,Luigishire,64.7519399217,-173.8352133672,3416520142
164.80.208.5,IO,Belize,West Maida,-52.5451600223,112.4866906597,3610976418
170.11.29.247,42,Congo,Lubowitzhaven,-73.5816655384,148.326246157,0
,BB,Guatemala,,65.9660892072,163.2284972095,0
24.181.140.97,LR,Ukraine,Willville,-29.3440979876,-124.8754664149,3477730418
173.195.66.87,CD,Ethiopia,Kileyville,-50.6312690192,93.6133490213,3825006400
108.87.113.132,EU,Greenland,Crawfordview,latitude,longitude,0
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
206.185.155.103,HR,Guinea-Bissau,Wintheiserport,-12.1064713023,94.4391283452,5199889485
